civA Name, civB Name, CivA total techs, CivB total techs, shared techs
Lithuanians,Mongols,142,135,118
Lithuanians,Persians,142,140,125
Lithuanians,Poles,142,136,127
Lithuanians,Portuguese,142,146,135
Lithuanians,Romans,142,128,119
Lithuanians,Saracens,142,145,130
Lithuanians,Sicilians,142,137,117
Lithuanians,Slavs,142,135,124
Lithuanians,Spanish,142,148,137
Lithuanians,Tatars,142,139,126
Lithuanians,Teutons,142,142,132
Lithuanians,Turks,142,144,130
Lithuanians,Vietnamese,142,143,133
Lithuanians,Vikings,142,132,118
Magyars,Magyars,135,135,135
Magyars,Malay,135,139,123
Magyars,Malians,135,141,123
Magyars,Mayans,135,131,114
Magyars,Mongols,135,135,121
Magyars,Persians,135,140,124
Magyars,Poles,135,136,120
Magyars,Portuguese,135,146,125
Magyars,Romans,135,128,115
Magyars,Saracens,135,145,126
Magyars,Sicilians,135,137,121
Magyars,Slavs,135,135,125
Magyars,Spanish,135,148,126
Magyars,Tatars,135,139,124
Magyars,Teutons,135,142,123
Magyars,Turks,135,144,123
Magyars,Vietnamese,135,143,124
Magyars,Vikings,135,132,118
Malay,Malay,139,139,139
Malay,Malians,139,141,125
Malay,Mayans,139,131,118
Malay,Mongols,139,135,118
Malay,Persians,139,140,121
Malay,Poles,139,136,123
Malay,Portuguese,139,146,130
Malay,Romans,139,128,117
Malay,Saracens,139,145,124
Malay,Sicilians,139,137,120
Malay,Slavs,139,135,121
Malay,Spanish,139,148,128
Malay,Tatars,139,139,123
Malay,Teutons,139,142,126
Malay,Turks,139,144,124
Malay,Vietnamese,139,143,130
Malay,Vikings,139,132,118
Malians,Malians,141,141,141
Malians,Mayans,141,131,119
Malians,Mongols,141,135,124
Malians,Persians,141,140,128
Malians,Poles,141,136,126
Malians,Portuguese,141,146,133
Malians,Romans,141,128,118
Malians,Saracens,141,145,133
Malians,Sicilians,141,137,120
Malians,Slavs,141,135,125
Malians,Spanish,141,148,132
Malians,Tatars,141,139,123
Malians,Teutons,141,142,130
Malians,Turks,141,144,131
Malians,Vietnamese,141,143,130
Malians,Vikings,141,132,120
Mayans,Mayans,131,131,131
Mayans,Mongols,131,135,113
Mayans,Persians,131,140,115
Mayans,Poles,131,136,114
Mayans,Portuguese,131,146,121
Mayans,Romans,131,128,110
Mayans,Saracens,131,145,117
Mayans,Sicilians,131,137,111
Mayans,Slavs,131,135,113
Mayans,Spanish,131,148,121
Mayans,Tatars,131,139,112
Mayans,Teutons,131,142,119
Mayans,Turks,131,144,117
Mayans,Vietnamese,131,143,118
Mayans,Vikings,131,132,114
Mongols,Mongols,135,135,135
Mongols,Persians,135,140,122
Mongols,Poles,135,136,121
Mongols,Portuguese,135,146,120
Mongols,Romans,135,128,115
Mongols,Saracens,135,145,127
Mongols,Sicilians,135,137,120
Mongols,Slavs,135,135,122
Mongols,Spanish,135,148,124
Mongols,Tatars,135,139,124
Mongols,Teutons,135,142,120
Mongols,Turks,135,144,124
Mongols,Vietnamese,135,143,119
Mongols,Vikings,135,132,118
Persians,Persians,140,140,140
Persians,Poles,140,136,119
Persians,Portuguese,140,146,127
Persians,Romans,140,128,117
Persians,Saracens,140,145,128
Persians,Sicilians,140,137,121
Persians,Slavs,140,135,125
Persians,Spanish,140,148,130
Persians,Tatars,140,139,126
Persians,Teutons,140,142,125
Persians,Turks,140,144,128
Persians,Vietnamese,140,143,124
Persians,Vikings,140,132,119
Poles,Poles,136,136,136
Poles,Portuguese,136,146,128
Poles,Romans,136,128,115
Poles,Saracens,136,145,127
Poles,Sicilians,136,137,118
Poles,Slavs,136,135,122
Poles,Spanish,136,148,129
Poles,Tatars,136,139,119
Poles,Teutons,136,142,126
Poles,Turks,136,144,124
Poles,Vietnamese,136,143,128
Poles,Vikings,136,132,117
Portuguese,Portuguese,146,146,146
Portuguese,Romans,146,128,118
Portuguese,Saracens,146,145,133
Portuguese,Sicilians,146,137,121
Portuguese,Slavs,146,135,125
Portuguese,Spanish,146,148,137
Portuguese,Tatars,146,139,125
Portuguese,Teutons,146,142,134
Portuguese,Turks,146,144,132
Portuguese,Vietnamese,146,143,135
Portuguese,Vikings,146,132,124
Romans,Romans,128,128,128
Romans,Saracens,128,145,117
Romans,Sicilians,128,137,113
Romans,Slavs,128,135,120
Romans,Spanish,128,148,121
Romans,Tatars,128,139,119
Romans,Teutons,128,142,119
Romans,Turks,128,144,116
Romans,Vietnamese,128,143,116
Romans,Vikings,128,132,111
Saracens,Saracens,145,145,145
Saracens,Sicilians,145,137,121
Saracens,Slavs,145,135,129
Saracens,Spanish,145,148,136
Saracens,Tatars,145,139,126
Saracens,Teutons,145,142,130
Saracens,Turks,145,144,135
Saracens,Vietnamese,145,143,131
Saracens,Vikings,145,132,124
Sicilians,Sicilians,137,137,137
Sicilians,Slavs,137,135,122
Sicilians,Spanish,137,148,123
Sicilians,Tatars,137,139,117
Sicilians,Teutons,137,142,123
Sicilians,Turks,137,144,118
Sicilians,Vietnamese,137,143,121
Sicilians,Vikings,137,132,117
Slavs,Slavs,135,135,135
Slavs,Spanish,135,148,129
Slavs,Tatars,135,139,123
Slavs,Teutons,135,142,128
Slavs,Turks,135,144,123
Slavs,Vietnamese,135,143,125
Slavs,Vikings,135,132,120
Spanish,Spanish,148,148,148
Spanish,Tatars,148,139,126
Spanish,Teutons,148,142,136
Spanish,Turks,148,144,136
Spanish,Vietnamese,148,143,134
Spanish,Vikings,148,132,122
Tatars,Tatars,139,139,139
Tatars,Teutons,139,142,122
Tatars,Turks,139,144,126
Tatars,Vietnamese,139,143,124
Tatars,Vikings,139,132,117
Teutons,Teutons,142,142,142
Teutons,Turks,142,144,128
Teutons,Vietnamese,142,143,131
Teutons,Vikings,142,132,121
Turks,Turks,144,144,144
Turks,Vietnamese,144,143,129
Turks,Vikings,144,132,122
Vietnamese,Vietnamese,143,143,143
Vietnamese,Vikings,143,132,121
Vikings,Vikings,132,132,132
